data;id;command
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;1
2023-01-16;281015946;1
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;2
2023-01-16;281015946;2
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;/country
2023-01-16;281015946;russia
2023-01-16;281015946;russia
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;/top
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;2
2023-01-16;281015946;2
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;/top
2023-01-16;281015946;/1
2023-01-16;281015946;/1
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;2
2023-01-16;281015946;2
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;/top
2023-01-16;281015946;/1
2023-01-16;281015946;/1
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;/start
2023-01-16;281015946;/start
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;hello miss
2023-01-16;281015946;hello miss
2023-01-16;281015946;/start
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;dog
2023-01-16;281015946;/start
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;dog
2023-01-16;281015946;/start
2023-01-16;281015946;/start
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;dog
2023-01-16;281015946;/start
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;1
2023-01-16;281015946;1
2023-01-16;281015946;1
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;1
2023-01-16;281015946;/start
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;2
2023-01-16;281015946;2
2023-01-16;281015946;1
2023-01-16;281015946;1
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;dog
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;/start
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;computer
2023-01-16;281015946;/start
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;dog
2023-01-16;281015946;dog
2023-01-16;281015946;/start
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;dog
2023-01-16;281015946;dog
2023-01-16;281015946;/start
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;error
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;winter, forest, people, morning
2023-01-16;281015946;winter, forest, people, morning
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;COVID 19: country
2023-01-16;281015946;/help
2023-01-16;281015946;/chat
2023-01-16;281015946;/help
2023-01-16;281015946;/help
2023-01-16;281015946;/chat_gpt_image
2023-01-16;281015946;love
2023-01-16;281015946;love
2023-01-16;281015946;/help
2023-01-16;281015946;/chat_gpt_text
2023-01-16;281015946;how are you?
2023-01-16;281015946;how are you?
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;future earth, climate
2023-01-16;281015946;future earth, climate
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;/chat_gpt_image
2023-01-16;281015946;earth in 100000000000000000 years
2023-01-16;281015946;earth in 100000000000000000 years
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;hello
2023-01-16;281015946;hello
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;test
2023-01-16;281015946;test
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;test
2023-01-16;281015946;test
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;hey
2023-01-16;281015946;hey
2023-01-16;281015946;Maxim Z, please choose command from the menu
2023-01-16;281015946;say hello from robot
2023-01-16;281015946;say hello from robot
2023-02-03;281015946;Maxim Z, please choose command from the menu
2023-02-03;281015946;where are you from?
2023-02-03;281015946;where are you from?
2023-02-03;281015946;/start
2023-02-03;281015946;/start
2023-02-03;281015946;Chat GPT
2023-02-03;281015946;Contacts
2023-02-03;281015946;COVID-19
2023-02-03;281015946;/start
2023-02-03;281015946;Maxim Z, please choose command from the menu
2023-02-03;281015946;/start
2023-02-03;281015946;/start
2023-02-03;281015946;/start
2023-02-03;281015946;/start
2023-02-03;281015946;/start
2023-02-03;281015946;/start
2023-02-03;281015946;/start
2023-02-03;281015946;Chat GPT
2023-02-03;281015946;/start
2023-02-03;281015946;/start
2023-02-03;281015946;Maxim Z, please choose command from the menu
2023-02-03;281015946;/start
2023-02-03;281015946;COVID-19
2023-02-03;281015946;COVID-19
2023-02-03;281015946;Chat GPT
2023-02-03;281015946;ADM: Stats
2023-02-03;281015946;COIN QUOTES: coin
2023-02-03;281015946;Contacts
2023-02-03;281015946;Help
2023-02-03;281015946;Chat GPT
2023-02-03;281015946;/start
2023-02-03;281015946;/start
2023-02-03;281015946;/start
2023-02-03;281015946;/start
2023-02-03;281015946;/start
2023-02-03;281015946;/covid19
2023-02-03;281015946;/start
2023-02-03;281015946;/menu
2023-02-03;281015946;hi
2023-02-03;281015946;/start
2023-02-03;281015946;/start
2023-02-03;281015946;/start
2023-02-03;281015946;/menu
2023-02-03;281015946;/menu
2023-02-03;281015946;/start
2023-02-03;281015946;/menu
2023-02-03;281015946;/menu
2023-02-03;281015946;Maxim Z, please choose command from the menu
2023-02-03;281015946;hi, how are you?
2023-02-03;281015946;/menu
2023-02-03;281015946;/menu
2023-02-03;281015946;Maxim Z, please choose command from the menu
2023-02-03;281015946;what price for usd in rub right now?
2023-02-03;281015946;are you sure?
2023-02-03;281015946;what's your name?
2023-02-03;281015946;my name is Maxim
2023-02-03;281015946;what my name?
2023-02-03;281015946;Maxim
2023-02-03;281015946;simple assembler code
2023-02-03;281015946;/menu
2023-02-03;281015946;Maxim Z, please choose command from the menu
2023-02-03;281015946;russia
2023-02-03;281015946;russia
2023-02-03;281015946;/menu
2023-02-03;281015946;Maxim Z, please choose command from the menu
2023-02-03;281015946;do you know russian?
2023-02-03;281015946;what language  you speaking?
2023-02-03;281015946;/menu
2023-02-03;281015946;Maxim Z, please choose command from the menu
2023-02-03;281015946;what language  you speaking?
2023-02-03;281015946;hey
2023-02-03;281015946;/menu
2023-02-03;281015946;Maxim Z, please choose command from the menu
2023-02-03;281015946;hi
2023-02-03;281015946;/menu
2023-02-03;281015946;Maxim Z, please choose command from the menu
2023-02-03;281015946;hi, what weather in Serbia?
2023-02-03;281015946;what weather in serbia right now?
2023-02-03;281015946;Maxim Z, please choose command from the menu
2023-02-03;281015946;Maxim Z, please choose command from the menu
2023-02-03;281015946;Maxim Z, please choose command from the menu
2023-02-03;281015946;Maxim Z, please choose command from the menu
2023-02-03;281015946;Maxim Z, please choose command from the menu
2023-02-03;281015946;Maxim Z, please choose command from the menu
2023-02-03;281015946;Maxim Z, please choose command from the menu
2023-02-03;281015946;Maxim Z, please choose command from the menu
2023-02-03;281015946;Maxim Z, please choose command from the menu
2023-02-03;281015946;/menu
2023-02-03;281015946;Maxim Z, please choose command from the menu
2023-02-03;281015946;Maxim Z, please choose command from the menu
2023-02-03;281015946;Maxim Z, please choose command from the menu
2023-02-03;281015946;/default
2023-02-03;281015946;/default
2023-02-03;281015946;Maxim Z, please choose command from the menu
2023-02-03;281015946;very good picture of future town
2023-02-03;281015946;smile
2023-02-03;281015946;/menu
2023-02-03;281015946;Maxim Z, please choose command from the menu
2023-02-03;281015946;smile
